"Player,Unnamed: 1_level_1,Net Fixed P/W (USD),Net Fixed P/Y (USD),Net Bonus P/Y (USD),Net Total P/Y (USD),""Adj. Net Total P/Y (2026, USD)"",Status,Pos. DFKM,Age,Country,Club,Active,Loan"
"Kevin De Bruyne,,""$ 273,636"",""$ 14,229,072"",,""$ 14,229,072"",""$ 15,269,144"",Active,F,31,Belgium,Manchester City,,"
"Matt Turner,,""$ 23,919"",""$ 1,243,800"",""$ 447,768"",""$ 1,691,568"",""$ 1,815,213"",Active,K,28,United States,Arsenal,,"
"Ainsley Maitland-Niles,,""$ 23,919"",""$ 1,243,800"",,""$ 1,243,800"",""$ 1,334,715"",Loan,M,25,England,Southampton,,"
"Lyanco,,""$ 23,919"",""$ 1,243,800"",,""$ 1,243,800"",""$ 1,334,715"",Active,D,26,Brazil,Southampton,,"
"Rico Henry,,""$ 23,919"",""$ 1,243,800"",,""$ 1,243,800"",""$ 1,334,715"",Active,D,25,England,Brentford,,"
"Kristoffer Ajer,,""$ 23,919"",""$ 1,243,800"",,""$ 1,243,800"",""$ 1,334,715"",Active,D,24,Norway,Brentford,,"
"Keane Lewis-Potter,,""$ 23,919"",""$ 1,243,800"",,""$ 1,243,800"",""$ 1,334,715"",Active,F,21,England,Brentford,,"
"Christian Nörgaard,,""$ 23,919"",""$ 1,243,800"",,""$ 1,243,800"",""$ 1,334,715"",Active,M,28,Denmark,Brentford,,"
"Ryan Fredericks,,""$ 23,919"",""$ 1,243,800"",,""$ 1,243,800"",""$ 1,334,715"",Active,D,30,England,Bournemouth,,"
"Marcus Tavernier,,""$ 23,919"",""$ 1,243,800"",,""$ 1,243,800"",""$ 1,334,715"",Active,M,24,England,Bournemouth,,"
"Junior Stanislas,,""$ 23,919"",""$ 1,243,800"",,""$ 1,243,800"",""$ 1,334,715"",Active,F,33,England,Bournemouth,,"
"Dango Ouattara,,""$ 23,919"",""$ 1,243,800"",,""$ 1,243,800"",""$ 1,334,715"",Active,F,20,Burkina Faso,Bournemouth,,"
"Chris Mepham,,""$ 23,919"",""$ 1,243,800"",,""$ 1,243,800"",""$ 1,334,715"",Active,D,25,Wales,Bournemouth,,"
"Adam Smith,,""$ 23,919"",""$ 1,243,800"",,""$ 1,243,800"",""$ 1,334,715"",Active,D,31,England,Bournemouth,,"
"Sasa Kalajdzic,,""$ 23,919"",""$ 1,243,800"",,""$ 1,243,800"",""$ 1,334,715"",Active,F,25,Austria,Wolverhampton,,"
"Álex Moreno,,""$ 23,919"",""$ 1,243,800"",,""$ 1,243,800"",""$ 1,334,715"",Active,D,29,Spain,Aston Villa,,"
"Jonny Otto,,""$ 23,919"",""$ 1,243,800"",,""$ 1,243,800"",""$ 1,334,715"",Active,D,28,Spain,Wolverhampton,,"
"Youri Tielemans,,""$ 23,919"",""$ 1,243,800"",,""$ 1,243,800"",""$ 1,334,715"",Active,M,25,Belgium,Leicester,,"
"Orel Mangala,,""$ 20,571"",""$ 1,069,668"",,""$ 1,069,668"",""$ 1,147,855"",Active,M,24,Belgium,Nottingham Forest,,"
"Ché Adams,,""$ 20,571"",""$ 1,069,668"",,""$ 1,069,668"",""$ 1,147,855"",Active,F,26,Scotland,Southampton,,"
"João Gomes,,""$ 20,571"",""$ 1,069,668"",,""$ 1,069,668"",""$ 1,147,855"",Active,M,21,Brazil,Wolverhampton,,"
"Neeskens Kebano,,""$ 20,571"",""$ 1,069,668"",,""$ 1,069,668"",""$ 1,147,855"",Active,F,30,Democratic Republic of the Congo,Fulham,,"
"Steve Cook,,""$ 20,571"",""$ 1,069,668"",,""$ 1,069,668"",""$ 1,147,855"",Active,D,31,England,Nottingham Forest,,"
"David Datro Fofana,,""$ 20,571"",""$ 1,069,668"",,""$ 1,069,668"",""$ 1,147,855"",Active,F,20,Cote d'Ivoire,Chelsea,,"
"Elliot Anderson,,""$ 20,571"",""$ 1,069,668"",,""$ 1,069,668"",""$ 1,147,855"",Active,F,20,Scotland,Newcastle,,"
"James Justin,,""$ 20,571"",""$ 1,069,668"",,""$ 1,069,668"",""$ 1,147,855"",Active,D,24,England,Leicester,,"
"Brennan Johnson,,""$ 20,571"",""$ 1,069,668"",,""$ 1,069,668"",""$ 1,147,855"",Active,F,21,Wales,Nottingham Forest,,"
"Hee-chan Hwang,,""$ 20,571"",""$ 1,069,668"",,""$ 1,069,668"",""$ 1,147,855"",Active,F,27,South Korea,Wolverhampton,,"
"James Garner,,""$ 20,571"",""$ 1,069,668"",,""$ 1,069,668"",""$ 1,147,855"",Active,M,21,England,Everton,,"
"Eberechi Eze,,""$ 20,571"",""$ 1,069,668"",,""$ 1,069,668"",""$ 1,147,855"",Active,F,24,England,Crystal Palace,,"
"Danilo,,""$ 20,571"",""$ 1,069,668"",,""$ 1,069,668"",""$ 1,147,855"",Active,M,21,Brazil,Nottingham Forest,,"
"Scott Carson,,""$ 20,571"",""$ 1,069,668"",,""$ 1,069,668"",""$ 1,147,855"",Active,K,37,England,Manchester City,,"
"Harrison Reed,,""$ 20,571"",""$ 1,069,668"",,""$ 1,069,668"",""$ 1,147,855"",Active,M,28,England,Fulham,,"
"Ezri Konsa,,""$ 20,571"",""$ 1,069,668"",,""$ 1,069,668"",""$ 1,147,855"",Active,D,25,England,Aston Villa,,"
"Jhon Durán,,""$ 20,571"",""$ 1,069,668"",,""$ 1,069,668"",""$ 1,147,855"",Active,F,19,Colombia,Aston Villa,,"
"Gustavo Scarpa,,""$ 20,571"",""$ 1,069,668"",,""$ 1,069,668"",""$ 1,147,855"",Active,F,29,Brazil,Nottingham Forest,,"
"Jack Stacey,,""$ 20,571"",""$ 1,069,668"",,""$ 1,069,668"",""$ 1,147,855"",Active,D,26,England,Bournemouth,,"
"Illan Meslier,,""$ 20,571"",""$ 1,069,668"",,""$ 1,069,668"",""$ 1,147,855"",Active,K,22,France,Leeds,,"
"Lloyd Kelly,,""$ 20,571"",""$ 1,069,668"",,""$ 1,069,668"",""$ 1,147,855"",Active,D,24,England,Bournemouth,,"
"Alex Smithies,,""$ 20,571"",""$ 1,069,668"",,""$ 1,069,668"",""$ 1,147,855"",Active,K,32,England,Leicester,,"
"Máximo Perrone,,""$ 20,571"",""$ 1,069,668"",,""$ 1,069,668"",""$ 1,147,855"",Active,M,20,Argentina,Manchester City,,"
"Ethan Pinnock,,""$ 20,571"",""$ 1,069,668"",,""$ 1,069,668"",""$ 1,147,855"",Active,D,29,Jamaica,Brentford,,"
"Mikkel Damsgaard,,""$ 20,571"",""$ 1,069,668"",,""$ 1,069,668"",""$ 1,147,855"",Active,F,22,Denmark,Brentford,,"
"Tom Cairney,,""$ 20,571"",""$ 1,069,668"",,""$ 1,069,668"",""$ 1,147,855"",Active,M,32,Scotland,Fulham,,"
"Sam Greenwood,,""$ 20,571"",""$ 1,069,668"",,""$ 1,069,668"",""$ 1,147,855"",Active,F,21,England,Leeds,,"
"Romain Perraud,,""$ 20,571"",""$ 1,069,668"",,""$ 1,069,668"",""$ 1,147,855"",Active,D,25,France,Southampton,,"
"Paul Onuachu,,""$ 20,571"",""$ 1,069,668"",,""$ 1,069,668"",""$ 1,147,855"",Active,F,28,Nigeria,Southampton,,"
"Tim Ream,,""$ 20,571"",""$ 1,069,668"",,""$ 1,069,668"",""$ 1,147,855"",Active,D,35,United States,Fulham,,"
"Vitaly Janelt,,""$ 20,571"",""$ 1,069,668"",,""$ 1,069,668"",""$ 1,147,855"",Active,M,24,Germany,Brentford,,"
"Omar Richards,,""$ 20,571"",""$ 1,069,668"",,""$ 1,069,668"",""$ 1,147,855"",Active,D,24,England,Nottingham Forest,,"
"Nathan Patterson,,""$ 19,135"",""$ 995,040"",,""$ 995,040"",""$ 1,067,772"",Active,D,21,Scotland,Everton,,"
"Darren Randolph,,""$ 17,222"",""$ 895,536"",,""$ 895,536"",""$ 960,995"",Active,K,35,Ireland,Bournemouth,,"
"Rúben Vinagre,,""$ 17,222"",""$ 895,536"",,""$ 895,536"",""$ 960,995"",Loan,D,23,Portugal,Everton,,"
"Tom Davies,,""$ 17,222"",""$ 895,536"",,""$ 895,536"",""$ 960,995"",Active,M,24,England,Everton,,"
"Antonee Robinson,,""$ 17,222"",""$ 895,536"",,""$ 895,536"",""$ 960,995"",Active,D,25,United States,Fulham,,"
"Ryan Yates,,""$ 17,222"",""$ 895,536"",,""$ 895,536"",""$ 960,995"",Active,M,25,England,Nottingham Forest,,"
"José Sá,,""$ 17,222"",""$ 895,536"",,""$ 895,536"",""$ 960,995"",Active,K,30,Portugal,Wolverhampton,,"
"Carlos Alcaraz,,""$ 17,222"",""$ 895,536"",,""$ 895,536"",""$ 960,995"",Active,M,20,Argentina,Southampton,,"
"Zanka,,""$ 17,222"",""$ 895,536"",,""$ 895,536"",""$ 960,995"",Active,D,33,Denmark,Brentford,,"
"Yoane Wissa,,""$ 17,222"",""$ 895,536"",,""$ 895,536"",""$ 960,995"",Active,F,26,Democratic Republic of the Congo,Brentford,,"
"Thomas Strakosha,,""$ 17,222"",""$ 895,536"",,""$ 895,536"",""$ 960,995"",Active,K,27,Albania,Brentford,,"
"Mohammed Salisu,,""$ 17,222"",""$ 895,536"",,""$ 895,536"",""$ 960,995"",Active,D,23,Ghana,Southampton,,"
"Roméo Lavia,,""$ 17,222"",""$ 895,536"",,""$ 895,536"",""$ 960,995"",Active,M,19,Belgium,Southampton,,"
"Sékou Mara,,""$ 17,222"",""$ 895,536"",,""$ 895,536"",""$ 960,995"",Active,F,20,France,Southampton,,"
"Pontus Jansson,,""$ 17,222"",""$ 895,536"",,""$ 895,536"",""$ 960,995"",Active,D,31,Sweden,Brentford,,"
"Frank Onyeka,,""$ 17,222"",""$ 895,536"",,""$ 895,536"",""$ 960,995"",Active,M,25,Nigeria,Brentford,,"
"David Raya,,""$ 17,222"",""$ 895,536"",,""$ 895,536"",""$ 960,995"",Active,K,27,Spain,Brentford,,"
"Japhet Tanganga,,""$ 17,222"",""$ 895,536"",,""$ 895,536"",""$ 960,995"",Active,D,23,England,Tottenham,,"
"Flynn Downes,,""$ 17,222"",""$ 895,536"",,""$ 895,536"",""$ 960,995"",Active,M,24,England,West Ham,,"
"Jaidon Anthony,,""$ 17,222"",""$ 895,536"",,""$ 895,536"",""$ 960,995"",Active,F,23,England,Bournemouth,,"
"Ilya Zabarnyi,,""$ 17,222"",""$ 895,536"",,""$ 895,536"",""$ 960,995"",Active,D,20,Ukraine,Bournemouth,,"
"Robert Sánchez,,""$ 17,222"",""$ 895,536"",,""$ 895,536"",""$ 960,995"",Active,K,25,Spain,Brighton,,"
"Victor Kristiansen,,""$ 17,222"",""$ 895,536"",,""$ 895,536"",""$ 960,995"",Active,D,20,Denmark,Leicester,,"
"Liam Cooper,,""$ 17,222"",""$ 895,536"",,""$ 895,536"",""$ 960,995"",Active,D,31,Scotland,Leeds,,"
"Luke Ayling,,""$ 17,222"",""$ 895,536"",,""$ 895,536"",""$ 960,995"",Active,D,31,England,Leeds,,"
"Nathan Ferguson,,""$ 17,222"",""$ 895,536"",,""$ 895,536"",""$ 960,995"",Active,D,22,England,Crystal Palace,,"
"Demarai Gray,,""$ 17,222"",""$ 895,536"",,""$ 895,536"",""$ 960,995"",Active,F,26,England,Everton,,"
"Dwight McNeil,,""$ 17,222"",""$ 895,536"",,""$ 895,536"",""$ 960,995"",Active,F,23,England,Everton,,"
"Mark Travers,,""$ 13,634"",""$ 708,966"",,""$ 708,966"",""$ 760,788"",Active,K,23,Ireland,Bournemouth,,"
"Harry Arter,,""$ 13,634"",""$ 708,966"",,""$ 708,966"",""$ 760,788"",Active,M,33,Ireland,Nottingham Forest,,"
"Jeremy Sarmiento,,""$ 13,634"",""$ 708,966"",,""$ 708,966"",""$ 760,788"",Active,F,21,Ecuador,Brighton,,"
"Billy Gilmour,,""$ 13,634"",""$ 708,966"",,""$ 708,966"",""$ 760,788"",Active,M,21,Scotland,Brighton,,"
"Gavin Bazunu,,""$ 13,634"",""$ 708,966"",,""$ 708,966"",""$ 760,788"",Active,K,20,Ireland,Southampton,,"
"Mads Roerslev Rasmussen,,""$ 13,634"",""$ 708,966"",,""$ 708,966"",""$ 760,788"",Active,D,23,Denmark,Brentford,,"
"Wilfried Gnonto,,""$ 13,634"",""$ 708,966"",,""$ 708,966"",""$ 760,788"",Active,F,19,Italy,Leeds,,"
"Lyle Taylor,,""$ 13,634"",""$ 708,966"",,""$ 708,966"",""$ 760,788"",Active,F,32,Montserrat,Nottingham Forest,,"
"Manor Solomon,,""$ 13,634"",""$ 708,966"",,""$ 708,966"",""$ 760,788"",Loan,F,23,Israel,Fulham,,"
"Joshua Da Silva,,""$ 13,634"",""$ 708,966"",,""$ 708,966"",""$ 760,788"",Active,M,24,England,Brentford,,"
"Ivan Toney,,""$ 13,634"",""$ 708,966"",,""$ 708,966"",""$ 760,788"",Active,F,26,England,Brentford,,"
"Evan Ferguson,,""$ 13,634"",""$ 708,966"",,""$ 708,966"",""$ 760,788"",Active,F,18,Ireland,Brighton,,"
"Deniz Undav,,""$ 13,634"",""$ 708,966"",,""$ 708,966"",""$ 760,788"",Active,F,26,Germany,Brighton,,"
"Adam Forshaw,,""$ 13,634"",""$ 708,966"",,""$ 708,966"",""$ 760,788"",Active,M,31,England,Leeds,,"
"Joel Robles,,""$ 13,634"",""$ 708,966"",,""$ 708,966"",""$ 760,788"",Active,K,32,Spain,Leeds,,"
"Scott McKenna,,""$ 13,634"",""$ 708,966"",,""$ 708,966"",""$ 760,788"",Active,D,26,Scotland,Nottingham Forest,,"
"Jason Steele,,""$ 13,634"",""$ 708,966"",,""$ 708,966"",""$ 760,788"",Active,K,32,England,Brighton,,"
"Kyle Walker-Peters,,""$ 13,634"",""$ 708,966"",,""$ 708,966"",""$ 760,788"",Active,D,25,England,Southampton,,"
"Ben Johnson,,""$ 13,634"",""$ 708,966"",,""$ 708,966"",""$ 760,788"",Active,D,23,England,West Ham,,"
"Daniel Amartey,,""$ 13,634"",""$ 708,966"",,""$ 708,966"",""$ 760,788"",Active,D,28,Ghana,Leicester,,"
"Nathan Collins,,""$ 13,634"",""$ 708,966"",,""$ 708,966"",""$ 760,788"",Active,D,21,Ireland,Wolverhampton,,"
"Kiernan Dewsbury-Hall,,""$ 13,634"",""$ 708,966"",,""$ 708,966"",""$ 760,788"",Active,M,24,England,Leicester,,"
"Daniel Iversen,,""$ 13,634"",""$ 708,966"",,""$ 708,966"",""$ 760,788"",Active,K,25,Denmark,Leicester,,"
"Cole Palmer,,""$ 13,634"",""$ 708,966"",,""$ 708,966"",""$ 760,788"",Active,F,20,England,Manchester City,,"
"Jed Steer,,""$ 13,634"",""$ 708,966"",,""$ 708,966"",""$ 760,788"",Active,K,30,England,Aston Villa,,"
"Antoine Semenyo,,""$ 13,634"",""$ 708,966"",,""$ 708,966"",""$ 760,788"",Active,F,23,Ghana,Bournemouth,,"
"Willy Caballero,,""$ 13,634"",""$ 708,966"",,""$ 708,966"",""$ 760,788"",Active,K,41,Argentina,Southampton,,"
"Facundo Pellistri,,""$ 13,634"",""$ 708,966"",,""$ 708,966"",""$ 760,788"",Active,F,21,Uruguay,Manchester United,,"
"Giulian Biancone,,""$ 13,634"",""$ 708,966"",,""$ 708,966"",""$ 760,788"",Active,D,22,France,Nottingham Forest,,"
"Naouirou Ahamada,,""$ 13,634"",""$ 708,966"",,""$ 708,966"",""$ 760,788"",Active,M,20,France,Crystal Palace,,"
"Lewis O'Brien,,""$ 10,285"",""$ 534,834"",,""$ 534,834"",""$ 573,928"",Active,M,24,England,Nottingham Forest,,"
"Saman Ghoddos,,""$ 10,285"",""$ 534,834"",,""$ 534,834"",""$ 573,928"",Active,F,29,Iran,Brentford,,"
"Harry Toffolo,,""$ 10,285"",""$ 534,834"",,""$ 534,834"",""$ 573,928"",Active,D,27,England,Nottingham Forest,,"
"Marek Rodak,,""$ 10,285"",""$ 534,834"",,""$ 534,834"",""$ 573,928"",Active,K,26,Slovakia,Fulham,,"
"Kieffer Moore,,""$ 10,285"",""$ 534,834"",,""$ 534,834"",""$ 573,928"",Active,F,30,Wales,Bournemouth,,"
"Armel Bella-Kotchap,,""$ 10,285"",""$ 534,834"",,""$ 534,834"",""$ 573,928"",Active,D,21,Germany,Southampton,,"
"Juan Larios,,""$ 10,285"",""$ 534,834"",,""$ 534,834"",""$ 573,928"",Active,D,19,Spain,Southampton,,"
"Max Kilman,,""$ 10,285"",""$ 534,834"",,""$ 534,834"",""$ 573,928"",Active,D,25,England,Wolverhampton,,"
"Ellis Simms,,""$ 10,285"",""$ 534,834"",,""$ 534,834"",""$ 573,928"",Active,F,22,England,Everton,,"
"Sam Surridge,,""$ 10,285"",""$ 534,834"",,""$ 534,834"",""$ 573,928"",Active,F,24,England,Nottingham Forest,,"
"Shandon Baptiste,,""$ 10,285"",""$ 534,834"",,""$ 534,834"",""$ 573,928"",Active,M,24,Grenada,Brentford,,"
"Facundo Buonanotte,,""$ 10,285"",""$ 534,834"",,""$ 534,834"",""$ 573,928"",Active,F,18,Argentina,Brighton,,"
"Wayne Hennessey,,""$ 10,285"",""$ 534,834"",,""$ 534,834"",""$ 573,928"",Active,K,36,Wales,Nottingham Forest,,"
"Samuel Edozie,,""$ 10,285"",""$ 534,834"",,""$ 534,834"",""$ 573,928"",Active,F,20,England,Southampton,,"
"Joe Worrall,,""$ 10,285"",""$ 534,834"",,""$ 534,834"",""$ 573,928"",Active,D,26,England,Nottingham Forest,,"
"Calvin Ramsay,,""$ 10,285"",""$ 534,834"",""$ 348,264"",""$ 883,098"",""$ 947,648"",Active,D,19,Scotland,Liverpool,,"
"Jack Colback,,""$ 10,285"",""$ 534,834"",,""$ 534,834"",""$ 573,928"",Active,M,33,England,Nottingham Forest,,"
"Curtis Jones,,""$ 10,285"",""$ 534,834"",,""$ 534,834"",""$ 573,928"",Active,M,22,England,Liverpool,,"
"Crysencio Summerville,,""$ 10,285"",""$ 534,834"",,""$ 534,834"",""$ 573,928"",Active,F,21,Netherlands,Leeds,,"
"Loris Karius,,""$ 6,937"",""$ 360,702"",,""$ 360,702"",""$ 387,067"",Active,K,29,Germany,Newcastle,,"
"Kaoru Mitoma,,""$ 6,937"",""$ 360,702"",,""$ 360,702"",""$ 387,067"",Active,F,25,Japan,Brighton,,"
"Andy Lonergan,,""$ 6,937"",""$ 360,702"",,""$ 360,702"",""$ 387,067"",Active,K,39,England,Everton,,"
"Harrison Ashby,,""$ 6,937"",""$ 360,702"",,""$ 360,702"",""$ 387,067"",Active,D,21,Scotland,Newcastle,,"
"Jakub Moder,,""$ 6,937"",""$ 360,702"",,""$ 360,702"",""$ 387,067"",Active,M,23,Poland,Brighton,,"
"Kevin Schade,,""$ 6,937"",""$ 360,702"",,""$ 360,702"",""$ 387,067"",Loan,F,21,Germany,Brentford,,"
"Caoimhín Kelleher,,""$ 6,937"",""$ 360,702"",,""$ 360,702"",""$ 387,067"",Active,K,24,Ireland,Liverpool,,"
"Pape Sarr,,""$ 6,937"",""$ 360,702"",,""$ 360,702"",""$ 387,067"",Active,M,20,Senegal,Tottenham,,"
"Rayan Aït-Nouri,,""$ 6,937"",""$ 360,702"",,""$ 360,702"",""$ 387,067"",Active,D,21,Algeria,Wolverhampton,,"
"Kristoffer Klaesson,,""$ 6,937"",""$ 360,702"",,""$ 360,702"",""$ 387,067"",Active,K,22,Norway,Leeds,,"
"Tom McGill,,""$ 6,937"",""$ 360,702"",,""$ 360,702"",""$ 387,067"",Active,K,23,Canada,Brighton,,"
"Luke Thomas,,""$ 6,937"",""$ 360,702"",,""$ 360,702"",""$ 387,067"",Active,D,21,England,Leicester,,"
"Mark Gillespie,,""$ 6,937"",""$ 360,702"",,""$ 360,702"",""$ 387,067"",Active,K,31,England,Newcastle,,"
"Chiquinho,,""$ 6,937"",""$ 360,702"",,""$ 360,702"",""$ 387,067"",Active,F,22,Portugal,Wolverhampton,,"
"Daniel Bentley,,""$ 6,937"",""$ 360,702"",,""$ 360,702"",""$ 387,067"",Active,K,29,England,Wolverhampton,,"
"Toti Gomes,,""$ 6,937"",""$ 360,702"",,""$ 360,702"",""$ 387,067"",Active,D,24,Portugal,Wolverhampton,,"
"Julio Enciso,,""$ 6,937"",""$ 360,702"",,""$ 360,702"",""$ 387,067"",Active,F,19,Paraguay,Brighton,,"
"Cafú,,""$ 6,937"",""$ 360,702"",,""$ 360,702"",""$ 387,067"",Active,M,29,Portugal,Nottingham Forest,,"
"James Bree,,""$ 6,937"",""$ 360,702"",,""$ 360,702"",""$ 387,067"",Active,D,25,England,Southampton,,"
"Rhys Williams,,""$ 6,937"",""$ 360,702"",,""$ 360,702"",""$ 387,067"",Active,D,21,England,Liverpool,,"
"Jordan Zemura,,""$ 5,501"",""$ 286,074"",,""$ 286,074"",""$ 306,985"",Active,D,23,Zimbabwe,Bournemouth,,"
"Joe Rothwell,,""$ 5,501"",""$ 286,074"",,""$ 286,074"",""$ 306,985"",Active,M,28,England,Bournemouth,,"
"Yasin Ayari,,""$ 5,501"",""$ 286,074"",,""$ 286,074"",""$ 306,985"",Active,M,19,Sweden,Brighton,,"
"Yerson Mosquera,,""$ 5,501"",""$ 286,074"",,""$ 286,074"",""$ 306,985"",Active,D,21,Colombia,Wolverhampton,,"
"Tino Livramento,,""$ 5,501"",""$ 286,074"",,""$ 286,074"",""$ 306,985"",Active,D,20,England,Southampton,,"
"Brandon Austin,,""$ 5,023"",""$ 261,198"",,""$ 261,198"",""$ 280,290"",Active,K,24,England,Tottenham,,"
"Alfie Whiteman,,""$ 5,023"",""$ 261,198"",,""$ 261,198"",""$ 280,290"",Active,K,24,England,Tottenham,,"
"Matthew Longstaff,,""$ 5,023"",""$ 261,198"",,""$ 261,198"",""$ 280,290"",Active,M,22,England,Newcastle,,"
"Lewis Hall,,""$ 4,784"",""$ 248,760"",,""$ 248,760"",""$ 266,943"",Active,D,18,England,Chelsea,,"
"Tyrese Francois,,""$ 4,784"",""$ 248,760"",,""$ 248,760"",""$ 266,943"",Active,M,22,Australia,Fulham,,"
"Rico Lewis,,""$ 3,349"",""$ 174,132"",,""$ 174,132"",""$ 186,860"",Active,D,18,England,Manchester City,,"
"Louie Moulden,,""$ 3,349"",""$ 174,132"",,""$ 174,132"",""$ 186,860"",Active,K,21,England,Wolverhampton,,"
"Levi Colwill,,""$ 3,349"",""$ 174,132"",,""$ 174,132"",""$ 186,860"",Loan,D,19,England,Brighton,,"
"Joe Hodge,,""$ 3,349"",""$ 174,132"",,""$ 174,132"",""$ 186,860"",Active,M,20,Ireland,Wolverhampton,,"
"Jan Paul van Hecke,,""$ 3,349"",""$ 174,132"",,""$ 174,132"",""$ 186,860"",Active,D,22,Netherlands,Brighton,,"
"Fin Stevens,,""$ 3,349"",""$ 174,132"",,""$ 174,132"",""$ 186,860"",Active,D,19,Wales,Brentford,,"
"Anthony Elanga,,""$ 3,349"",""$ 174,132"",,""$ 174,132"",""$ 186,860"",Active,F,20,Sweden,Manchester United,,"
"Hugo Bueno,,""$ 3,349"",""$ 174,132"",,""$ 174,132"",""$ 186,860"",Active,D,20,Spain,Wolverhampton,,"
"Alex Mighten,,""$ 2,392"",""$ 124,380"",,""$ 124,380"",""$ 133,472"",Active,F,20,England,Nottingham Forest,,"
"Jordan Smith,,""$ 1,674"",""$ 87,066"",,""$ 87,066"",""$ 93,430"",Active,K,28,England,Nottingham Forest,,"
Sergio Reguilón,,,,,,,Inactive,D,25,Spain,Tottenham,,
