Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
504,Cheikh Tidiane Sabaly,sn SEN,"MF,FW",Metz,24,1999,29,17,1379,15.3,3,1,4,3,0,0,4,0,0.20,0.07,0.26,0.20,0.26,Matches
505,Jean-Clair Todibo,fr FRA,DF,Nice,23,1999,30,30,2651,29.5,0,2,2,0,0,0,2,1,0.00,0.07,0.07,0.00,0.07,Matches
506,Corentin Tolisso,fr FRA,MF,Lyon,28,1994,25,21,1741,19.3,3,1,4,2,1,1,5,0,0.16,0.05,0.21,0.10,0.16,Matches
507,Abdoulaye Touré,gn GUI,MF,Le Havre,29,1994,30,27,2284,25.4,2,0,2,0,2,2,4,0,0.08,0.00,0.08,0.00,0.00,Matches
508,Souleymane Touré,fr FRA,DF,Lorient,20,2003,24,23,2051,22.8,1,1,2,1,0,0,6,0,0.04,0.04,0.09,0.04,0.09,Matches
509,Bénie Traoré,ci CIV,FW,Nantes,20,2002,14,4,504,5.6,0,1,1,0,0,0,1,1,0.00,0.18,0.18,0.00,0.18,Matches
510,Daouda Traoré,fr FRA,MF,Nice,17,2006,1,0,16,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
511,Ismaël Traoré,ci CIV,DF,Metz,36,1986,26,25,2220,24.7,2,0,2,2,0,0,2,0,0.08,0.00,0.08,0.08,0.08,Matches
512,Adrien Truffert,fr FRA,"DF,MF",Rennes,21,2001,30,24,2145,23.8,1,2,3,1,0,0,6,0,0.04,0.08,0.13,0.04,0.13,Matches
513,Matthieu Udol,fr FRA,DF,Metz,27,1996,30,30,2700,30.0,3,3,6,3,0,0,5,0,0.10,0.10,0.20,0.10,0.20,Matches
514,Manuel Ugarte,uy URU,MF,Paris Saint-Germain,22,2001,25,21,1932,21.5,0,2,2,0,0,0,5,0,0.00,0.09,0.09,0.00,0.09,Matches
515,Samuel Umtiti,fr FRA,DF,Lille,29,1993,6,2,185,2.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
516,Kévin Van Den Kerkhof,dz ALG,"MF,FW",Metz,27,1996,29,21,1913,21.3,1,2,3,1,0,0,2,0,0.05,0.09,0.14,0.05,0.14,Matches
517,Vanderson,br BRA,"MF,DF",Monaco,22,2001,20,20,1641,18.2,3,1,4,3,0,0,6,1,0.16,0.05,0.22,0.16,0.22,Matches
518,Jordan Veretout,fr FRA,MF,Marseille,30,1993,29,24,2183,24.3,1,2,3,1,0,0,4,0,0.04,0.08,0.12,0.04,0.12,Matches
519,Alan Virginius,fr FRA,MF,Lille,20,2003,2,1,71,0.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
520,Alan Virginius,fr FRA,"MF,FW",Clermont Foot,20,2003,14,12,934,10.4,0,2,2,0,0,0,0,0,0.00,0.19,0.19,0.00,0.19,Matches
521,Vitinha,pt POR,MF,Paris Saint-Germain,23,2000,28,23,2126,23.6,7,4,11,7,0,0,0,0,0.30,0.17,0.47,0.30,0.47,Matches
522,Vitinha,pt POR,FW,Marseille,23,2000,18,10,923,10.3,3,2,5,3,0,0,1,0,0.29,0.20,0.49,0.29,0.49,Matches
523,Elye Wahi,ci CIV,FW,Lens,20,2003,27,20,1692,18.8,9,3,12,8,1,1,10,1,0.48,0.16,0.64,0.43,0.59,Matches
524,Elye Wahi,ci CIV,FW,Montpellier,20,2003,1,0,14,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
525,Mateusz Wieteska,pl POL,DF,Clermont Foot,26,1997,2,2,174,1.9,1,0,1,1,0,0,0,0,0.52,0.00,0.52,0.52,0.52,Matches
526,Josh Wilson-Esbrand,eng ENG,"DF,MF",Reims,20,2002,11,5,461,5.1,1,1,2,1,0,0,1,0,0.20,0.20,0.39,0.20,0.39,Matches
527,Christopher Wooh,cm CMR,DF,Rennes,21,2001,18,15,1388,15.4,1,0,1,1,0,0,3,1,0.06,0.00,0.06,0.06,0.06,Matches
528,Yusuf Yazıcı,tr TUR,"MF,FW",Lille,26,1997,27,16,1312,14.6,5,2,7,5,0,0,5,0,0.34,0.14,0.48,0.34,0.48,Matches
529,Kelvin Yeboah,it ITA,FW,Montpellier,23,2000,13,0,276,3.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
530,Bertuğ Yıldırım,tr TUR,FW,Rennes,21,2002,21,2,469,5.2,0,1,1,0,0,0,3,0,0.00,0.19,0.19,0.00,0.19,Matches
531,Darlin Yongwa,cm CMR,"MF,DF",Lorient,22,2000,22,11,1159,12.9,1,1,2,1,0,0,3,0,0.08,0.08,0.16,0.08,0.16,Matches
532,Leny Yoro,fr FRA,DF,Lille,17,2005,32,30,2673,29.7,2,0,2,2,0,0,5,0,0.07,0.00,0.07,0.07,0.07,Matches
533,Etienne Youte Kinkoue,fr FRA,DF,Le Havre,21,2002,22,22,1941,21.6,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
534,Yoram Zague,fr FRA,DF,Paris Saint-Germain,17,2006,5,4,373,4.1,1,0,1,1,0,0,1,0,0.24,0.00,0.24,0.24,0.24,Matches
535,Warren Zaïre-Emery,fr FRA,"MF,DF",Paris Saint-Germain,17,2006,26,21,1962,21.8,2,3,5,2,0,0,4,0,0.09,0.14,0.23,0.09,0.23,Matches
536,Denis Zakaria,ch SUI,"MF,DF",Monaco,26,1996,25,24,2137,23.7,4,0,4,4,0,0,13,2,0.17,0.00,0.17,0.17,0.17,Matches
537,Mehdi Zeffane,dz ALG,"MF,DF",Clermont Foot,31,1992,23,15,1231,13.7,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
538,Nathan Zeze,fr FRA,DF,Nantes,18,2005,13,11,1022,11.4,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
539,Edon Zhegrova,xk KVX,"MF,FW",Lille,24,1999,33,25,2288,25.4,6,6,12,6,0,0,3,1,0.24,0.24,0.47,0.24,0.47,Matches
540,Luck Zogbé,ci CIV,DF,Brest,18,2005,1,0,11,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
